FIELDID,Latitude,Longitude,Sample Date,Taxon
MR-19,42.351831,-83.462729,4/27/2012,Simuliidae
MR-19,42.351831,-83.462729,4/27/2012,Prosobranchia
MR-19,42.351831,-83.462729,4/27/2012,Decapoda
MR-19,42.351831,-83.462729,4/27/2012,Isopoda
MR-19,42.351831,-83.462729,4/27/2012,Amphipoda
MR-19,42.351831,-83.462729,4/27/2012,Oligochaeta
MR-20,42.411952,-83.471703,4/24/2012,Caenidae
MR-20,42.411952,-83.471703,4/24/2012,Heptageniidae
MR-20,42.411952,-83.471703,4/24/2012,Elmidae
MR-20,42.411952,-83.471703,4/24/2012,Hydropsychidae
MR-20,42.411952,-83.471703,4/24/2012,Leptoceridae
MR-20,42.411952,-83.471703,4/24/2012,Philopotamidae
MR-20,42.411952,-83.471703,4/24/2012,Calopterygidae
MR-20,42.411952,-83.471703,4/24/2012,Coenagrionidae
MR-20,42.411952,-83.471703,4/24/2012,Chironomidae
MR-20,42.411952,-83.471703,4/24/2012,Simuliidae
MR-20,42.411952,-83.471703,4/24/2012,Ancylidae
MR-20,42.411952,-83.471703,4/24/2012,Sphaeriidae
MR-20,42.411952,-83.471703,4/24/2012,Decapoda
MR-24,42.3640761,-83.4643914,4/23/2012,Tipulidae
MR-24,42.3640761,-83.4643914,4/23/2012,Physidae
MR-24,42.3640761,-83.4643914,4/23/2012,Decapoda
MR-24,42.3640761,-83.4643914,4/23/2012,Oligochaeta
MR-25,42.43058,-83.5135,4/29/2012,Caenidae
MR-25,42.43058,-83.5135,4/29/2012,Veliidae
MR-25,42.43058,-83.5135,4/29/2012,Glossosomatidae
MR-25,42.43058,-83.5135,4/29/2012,Hydropsychidae
MR-25,42.43058,-83.5135,4/29/2012,Hydroptilidae
MR-25,42.43058,-83.5135,4/29/2012,Aeshnidae
MR-25,42.43058,-83.5135,4/29/2012,Calopterygidae
MR-25,42.43058,-83.5135,4/29/2012,Coenagrionidae
MR-25,42.43058,-83.5135,4/29/2012,Ceratopogonidae
MR-25,42.43058,-83.5135,4/29/2012,Chironomidae
MR-25,42.43058,-83.5135,4/29/2012,Tabanidae
MR-25,42.43058,-83.5135,4/29/2012,Prosobranchia
MR-25,42.43058,-83.5135,4/29/2012,Physidae
MR-25,42.43058,-83.5135,4/29/2012,Planorbidae
MR-25,42.43058,-83.5135,4/29/2012,Sphaeriidae
MR-25,42.43058,-83.5135,4/29/2012,Decapoda
MR-25,42.43058,-83.5135,4/29/2012,Amphipoda
MR-25,42.43058,-83.5135,4/29/2012,Oligochaeta
MR-25,42.43058,-83.5135,4/29/2012,Hirudinea
UR-2,42.401803,-83.310759,4/24/2012,Hydropsychidae
UR-2,42.401803,-83.310759,4/24/2012,Calopterygidae
UR-2,42.401803,-83.310759,4/24/2012,Coenagrionidae
UR-2,42.401803,-83.310759,4/24/2012,Chironomidae
UR-2,42.401803,-83.310759,4/24/2012,Simuliidae
UR-2,42.401803,-83.310759,4/24/2012,Sphaeriidae
UR-2,42.401803,-83.310759,4/24/2012,Decapoda
UR-2,42.401803,-83.310759,4/24/2012,Isopoda
UR-2,42.401803,-83.310759,4/24/2012,Oligochaeta
UR-2,42.401803,-83.310759,4/24/2012,Hirudinea
UR-3,42.426303,-83.362972,4/24/2012,Hydropsychidae
UR-3,42.426303,-83.362972,4/24/2012,Calopterygidae
UR-3,42.426303,-83.362972,4/24/2012,Chironomidae
UR-3,42.426303,-83.362972,4/24/2012,Simuliidae
UR-3,42.426303,-83.362972,4/24/2012,Decapoda
UR-3,42.426303,-83.362972,4/24/2012,Isopoda
UR-3,42.426303,-83.362972,4/24/2012,Oligochaeta
UR-4,42.400014,-83.286158,4/24/2012,Hydropsychidae
UR-4,42.400014,-83.286158,4/24/2012,Calopterygidae
UR-4,42.400014,-83.286158,4/24/2012,Chironomidae
UR-4,42.400014,-83.286158,4/24/2012,Simuliidae
UR-4,42.400014,-83.286158,4/24/2012,Ancylidae
UR-4,42.400014,-83.286158,4/24/2012,Decapoda
UR-4,42.400014,-83.286158,4/24/2012,Isopoda
UR-4,42.400014,-83.286158,4/24/2012,Amphipoda
UR-4,42.400014,-83.286158,4/24/2012,Oligochaeta
LR-3,42.284848,-83.381855,4/25/2012,Heptageniidae
LR-3,42.284848,-83.381855,4/25/2012,Hydropsychidae
LR-3,42.284848,-83.381855,4/25/2012,Chironomidae
LR-3,42.284848,-83.381855,4/25/2012,Sphaeriidae
LR-3,42.284848,-83.381855,4/25/2012,Decapoda
LR-3,42.284848,-83.381855,4/25/2012,Oligochaeta
LR-6,42.285,-83.383888,4/25/2012,Heptageniidae
LR-6,42.285,-83.383888,4/25/2012,Elmidae
LR-6,42.285,-83.383888,4/25/2012,Hydropsychidae
LR-6,42.285,-83.383888,4/25/2012,Calopterygidae
LR-6,42.285,-83.383888,4/25/2012,Coenagrionidae
LR-6,42.285,-83.383888,4/25/2012,Chironomidae
LR-6,42.285,-83.383888,4/25/2012,Ancylidae
LR-6,42.285,-83.383888,4/25/2012,Physidae
LR-6,42.285,-83.383888,4/25/2012,Decapoda
LR-6,42.285,-83.383888,4/25/2012,Isopoda
LR-6,42.285,-83.383888,4/25/2012,Amphipoda
LR-6,42.285,-83.383888,4/25/2012,Oligochaeta
LR-9,42.3370903,-83.5085406,4/25/2012,Perlodidae
LR-9,42.3370903,-83.5085406,4/25/2012,Dytiscidae
LR-9,42.3370903,-83.5085406,4/25/2012,Elmidae
LR-9,42.3370903,-83.5085406,4/25/2012,Haliplidae
LR-9,42.3370903,-83.5085406,4/25/2012,Hydropsychidae
LR-9,42.3370903,-83.5085406,4/25/2012,Aeshnidae
LR-9,42.3370903,-83.5085406,4/25/2012,Corduliidae
LR-9,42.3370903,-83.5085406,4/25/2012,Chironomidae
LR-9,42.3370903,-83.5085406,4/25/2012,Simuliidae
LR-9,42.3370903,-83.5085406,4/25/2012,Tipulidae
LR-9,42.3370903,-83.5085406,4/25/2012,Physidae
LR-9,42.3370903,-83.5085406,4/25/2012,Decapoda
LR-9,42.3370903,-83.5085406,4/25/2012,Isopoda
LR-9,42.3370903,-83.5085406,4/25/2012,Oligochaeta
LR-10,42.298506,-83.305839,4/25/2012,Hydropsychidae
LR-10,42.298506,-83.305839,4/25/2012,Aeshnidae
LR-10,42.298506,-83.305839,4/25/2012,Calopterygidae
LR-10,42.298506,-83.305839,4/25/2012,Coenagrionidae
LR-10,42.298506,-83.305839,4/25/2012,Chironomidae
LR-10,42.298506,-83.305839,4/25/2012,Simuliidae
LR-10,42.298506,-83.305839,4/25/2012,Tipulidae
LR-10,42.298506,-83.305839,4/25/2012,Ancylidae
LR-10,42.298506,-83.305839,4/25/2012,Sphaeriidae
LR-10,42.298506,-83.305839,4/25/2012,Decapoda
LR-10,42.298506,-83.305839,4/25/2012,Amphipoda
LR-10,42.298506,-83.305839,4/25/2012,Oligochaeta
LR-11,42.309888,-83.24854,4/25/2012,Hydropsychidae
LR-11,42.309888,-83.24854,4/25/2012,Calopterygidae
LR-11,42.309888,-83.24854,4/25/2012,Coenagrionidae
LR-11,42.309888,-83.24854,4/25/2012,Chironomidae
LR-11,42.309888,-83.24854,4/25/2012,Simuliidae
LR-11,42.309888,-83.24854,4/25/2012,Sphaeriidae
LR-11,42.309888,-83.24854,4/25/2012,Decapoda
LR-11,42.309888,-83.24854,4/25/2012,Amphipoda
LR-11,42.309888,-83.24854,4/25/2012,Oligochaeta
LR-11,42.309888,-83.24854,4/25/2012,Hirudinea
LR-12,42.282317,-83.466103,4/25/2012,Baetidae
LR-12,42.282317,-83.466103,4/25/2012,Heptageniidae
Fowl1,42.30423,-83.60516,1/26/2013,Capniidae
John1,42.3897,-83.58194,1/26/2013,Capniidae
John2,42.3938201,-83.5342002,1/26/2013,Capniidae
John7,42.3985716,-83.5279588,1/26/2013,Capniidae
John3,42.40844,-83.51693,1/26/2013,Capniidae
John8,42.42148,-83.54396,1/26/2013,Perlodidae
John5,42.4224,-83.49289,1/26/2013,Capniidae
John2,42.3938201,-83.5342002,1/26/2013,Taeniopterygidae
LR-9,42.3370903,-83.5085406,1/26/2013,Capniidae
MR-23,42.432475,-83.520006,2/3/2013,Capniidae
MR-25,42.43058,-83.5135,2/3/2013,Capniidae
Main6,42.47882,-83.284548,5/7/2013,Gerridae
Main6,42.47882,-83.284548,5/7/2013,Elmidae
Main6,42.47882,-83.284548,5/7/2013,Haliplidae
Main6,42.47882,-83.284548,5/7/2013,Hydropsychidae
Main6,42.47882,-83.284548,5/7/2013,Calopterygidae
Main6,42.47882,-83.284548,5/7/2013,Chironomidae
Main6,42.47882,-83.284548,5/7/2013,Simuliidae
Main6,42.47882,-83.284548,5/7/2013,Sphaeriidae
Main6,42.47882,-83.284548,5/7/2013,Decapoda
Main6,42.47882,-83.284548,5/7/2013,Isopoda
Main6,42.47882,-83.284548,5/7/2013,Amphipoda
Main6,42.47882,-83.284548,5/7/2013,Turbellaria
Main6,42.47882,-83.284548,5/7/2013,Hirudinea
Tar2,42.441084,-83.38423,4/27/2013,Heptageniidae
Tar2,42.441084,-83.38423,4/27/2013,Corixidae
Tar2,42.441084,-83.38423,4/27/2013,Elmidae
Tar2,42.441084,-83.38423,4/27/2013,Hydropsychidae
Tar2,42.441084,-83.38423,4/27/2013,Calopterygidae
Tar2,42.441084,-83.38423,4/27/2013,Chironomidae
Tar2,42.441084,-83.38423,4/27/2013,Tipulidae
Tar2,42.441084,-83.38423,4/27/2013,Physidae
Tar2,42.441084,-83.38423,4/27/2013,Decapoda
Tar2,42.441084,-83.38423,4/27/2013,Isopoda
Tar2,42.441084,-83.38423,4/27/2013,Amphipoda
Tar2,42.441084,-83.38423,4/27/2013,Turbellaria
Tar2,42.441084,-83.38423,4/27/2013,Oligochaeta
Bell3,42.41015,-83.39285,4/27/2013,Heptageniidae
Bell3,42.41015,-83.39285,4/27/2013,Elmidae
Bell3,42.41015,-83.39285,4/27/2013,Hydropsychidae
Bell3,42.41015,-83.39285,4/27/2013,Calopterygidae
Bell3,42.41015,-83.39285,4/27/2013,Chironomidae
Bell3,42.41015,-83.39285,4/27/2013,Simuliidae
Bell3,42.41015,-83.39285,4/27/2013,Tipulidae
Bell3,42.41015,-83.39285,4/27/2013,Physidae
Bell3,42.41015,-83.39285,4/27/2013,Decapoda
Bell3,42.41015,-83.39285,4/27/2013,Oligochaeta
Main8,42.29352,-83.14873,4/27/2013,Gerridae
Main8,42.29352,-83.14873,4/27/2013,Haliplidae
Main8,42.29352,-83.14873,4/27/2013,Corduliidae
Main8,42.29352,-83.14873,4/27/2013,Libellulidae
Main8,42.29352,-83.14873,4/27/2013,Coenagrionidae
Main8,42.29352,-83.14873,4/27/2013,Chironomidae
Main8,42.29352,-83.14873,4/27/2013,Prosobranchia
Main8,42.29352,-83.14873,4/27/2013,Physidae
Main8,42.29352,-83.14873,4/27/2013,Amphipoda
Main8,42.29352,-83.14873,4/27/2013,Turbellaria
Main8,42.29352,-83.14873,4/27/2013,Oligochaeta
Main8,42.29352,-83.14873,4/27/2013,Hirudinea
Low2,42.30724,-83.53793,4/27/2013,Perlodidae
Low2,42.30724,-83.53793,4/27/2013,Rhyacophilidae
Low2,42.30724,-83.53793,4/27/2013,Chironomidae
Low2,42.30724,-83.53793,4/27/2013,Simuliidae
Low2,42.30724,-83.53793,4/27/2013,Tipulidae
Low2,42.30724,-83.53793,4/27/2013,Physidae
Low2,42.30724,-83.53793,4/27/2013,Isopoda
Low2,42.30724,-83.53793,4/27/2013,Amphipoda
Low2,42.30724,-83.53793,4/27/2013,Oligochaeta
Low2,42.30724,-83.53793,4/27/2013,Hirudinea
Ing1,42.46293,-83.44552,4/27/2013,Hydrophilidae
Ing1,42.46293,-83.44552,4/27/2013,Hydropsychidae
Ing1,42.46293,-83.44552,4/27/2013,Calopterygidae
Ing1,42.46293,-83.44552,4/27/2013,Chironomidae
Ing1,42.46293,-83.44552,4/27/2013,Physidae
Ing1,42.46293,-83.44552,4/27/2013,Decapoda
Ing1,42.46293,-83.44552,4/27/2013,Amphipoda
Ing1,42.46293,-83.44552,4/27/2013,Oligochaeta
Bish2,42.47131,-83.45151,4/27/2013,Gerridae
Bish2,42.47131,-83.45151,4/27/2013,Hydropsychidae
Bish2,42.47131,-83.45151,4/27/2013,Aeshnidae
Bish2,42.47131,-83.45151,4/27/2013,Calopterygidae
Bish2,42.47131,-83.45151,4/27/2013,Coenagrionidae
Bish2,42.47131,-83.45151,4/27/2013,Chironomidae
Bish2,42.47131,-83.45151,4/27/2013,Tipulidae
Bish2,42.47131,-83.45151,4/27/2013,Physidae
Bish2,42.47131,-83.45151,4/27/2013,Decapoda
Bish2,42.47131,-83.45151,4/27/2013,Oligochaeta
Bish2,42.47131,-83.45151,4/27/2013,Hirudinea
Will1,42.33002,-83.46422,4/29/2013,Gerridae
Will1,42.33002,-83.46422,4/29/2013,Veliidae
Will1,42.33002,-83.46422,4/29/2013,Calopterygidae
Will1,42.33002,-83.46422,4/29/2013,Chironomidae
Will1,42.33002,-83.46422,4/29/2013,Tipulidae
Will1,42.33002,-83.46422,4/29/2013,Physidae
Will1,42.33002,-83.46422,4/29/2013,Sphaeriidae
Will1,42.33002,-83.46422,4/29/2013,Amphipoda
Will1,42.33002,-83.46422,4/29/2013,Oligochaeta
Will1,42.33002,-83.46422,4/29/2013,Hirudinea
Min1,42.51274,-83.38905,4/30/2013,Corixidae
Min1,42.51274,-83.38905,4/30/2013,Calopterygidae
Min1,42.51274,-83.38905,4/30/2013,Coenagrionidae
Min1,42.51274,-83.38905,4/30/2013,Tipulidae
Min1,42.51274,-83.38905,4/30/2013,Prosobranchia
Min1,42.51274,-83.38905,4/30/2013,Sphaeriidae
Min1,42.51274,-83.38905,4/30/2013,Decapoda
Min1,42.51274,-83.38905,4/30/2013,Oligochaeta
Main5,42.52219,-83.24692,4/30/2013,Veliidae
Main5,42.52219,-83.24692,4/30/2013,Dytiscidae
Main5,42.52219,-83.24692,4/30/2013,Elmidae
Main5,42.52219,-83.24692,4/30/2013,Hydropsychidae
Main5,42.52219,-83.24692,4/30/2013,Calopterygidae
Main5,42.52219,-83.24692,4/30/2013,Coenagrionidae
Main5,42.52219,-83.24692,4/30/2013,Chironomidae
Main5,42.52219,-83.24692,4/30/2013,Simuliidae
Main5,42.52219,-83.24692,4/30/2013,Tipulidae
Main5,42.52219,-83.24692,4/30/2013,Physidae
Main5,42.52219,-83.24692,4/30/2013,Decapoda
Main5,42.52219,-83.24692,4/30/2013,Isopoda
Main5,42.52219,-83.24692,4/30/2013,Amphipoda
Main5,42.52219,-83.24692,4/30/2013,Oligochaeta
Main5,42.52219,-83.24692,4/30/2013,Hirudinea
Peb3,42.500849,-83.324474,4/30/2013,Gerridae
Peb3,42.500849,-83.324474,4/30/2013,Veliidae
Peb3,42.500849,-83.324474,4/30/2013,Elmidae
Peb3,42.500849,-83.324474,4/30/2013,Haliplidae
Peb3,42.500849,-83.324474,4/30/2013,Hydropsychidae
Peb3,42.500849,-83.324474,4/30/2013,Calopterygidae
Peb3,42.500849,-83.324474,4/30/2013,Chironomidae
Peb3,42.500849,-83.324474,4/30/2013,Simuliidae
LR-12,42.282317,-83.466103,4/25/2012,Amphipoda
LR-12,42.282317,-83.466103,4/25/2012,Oligochaeta
Ton1,42.36701,-83.49895,5/24/2012,Caenidae
Ton1,42.36701,-83.49895,5/24/2012,Heptageniidae
Ton1,42.36701,-83.49895,5/24/2012,Dytiscidae
Ton1,42.36701,-83.49895,5/24/2012,Elmidae
Ton1,42.36701,-83.49895,5/24/2012,Psephenidae
Ton1,42.36701,-83.49895,5/24/2012,Scirtidae
Ton1,42.36701,-83.49895,5/24/2012,Hydropsychidae
Ton1,42.36701,-83.49895,5/24/2012,Leptoceridae
Ton1,42.36701,-83.49895,5/24/2012,Aeshnidae
Ton1,42.36701,-83.49895,5/24/2012,Calopterygidae
Ton1,42.36701,-83.49895,5/24/2012,Coenagrionidae
Ton1,42.36701,-83.49895,5/24/2012,Chironomidae
Ton1,42.36701,-83.49895,5/24/2012,Simuliidae
Ton1,42.36701,-83.49895,5/24/2012,Tipulidae
Ton1,42.36701,-83.49895,5/24/2012,Prosobranchia
Ton1,42.36701,-83.49895,5/24/2012,Physidae
Ton1,42.36701,-83.49895,5/24/2012,Planorbidae
Ton1,42.36701,-83.49895,5/24/2012,Sphaeriidae
Ton1,42.36701,-83.49895,5/24/2012,Decapoda
Ton1,42.36701,-83.49895,5/24/2012,Isopoda
Ton1,42.36701,-83.49895,5/24/2012,Amphipoda
Ton1,42.36701,-83.49895,5/24/2012,Oligochaeta
John2,42.3938201,-83.5342002,6/2/2012,Perlidae
John2,42.3938201,-83.5342002,6/2/2012,Baetidae
John2,42.3938201,-83.5342002,6/2/2012,Heptageniidae
John2,42.3938201,-83.5342002,6/2/2012,Leptophlebiidae
John2,42.3938201,-83.5342002,6/2/2012,Corixidae
John2,42.3938201,-83.5342002,6/2/2012,Gerridae
John2,42.3938201,-83.5342002,6/2/2012,Dytiscidae
John2,42.3938201,-83.5342002,6/2/2012,Elmidae
John2,42.3938201,-83.5342002,6/2/2012,Haliplidae
John2,42.3938201,-83.5342002,6/2/2012,Hydropsychidae
John2,42.3938201,-83.5342002,6/2/2012,Limnephilidae
John2,42.3938201,-83.5342002,6/2/2012,Aeshnidae
John2,42.3938201,-83.5342002,6/2/2012,Calopterygidae
John2,42.3938201,-83.5342002,6/2/2012,Chironomidae
John2,42.3938201,-83.5342002,6/2/2012,Simuliidae
John2,42.3938201,-83.5342002,6/2/2012,Tipulidae
John2,42.3938201,-83.5342002,6/2/2012,Ancylidae
John2,42.3938201,-83.5342002,6/2/2012,Prosobranchia
John2,42.3938201,-83.5342002,6/2/2012,Physidae
John2,42.3938201,-83.5342002,6/2/2012,Sphaeriidae
John2,42.3938201,-83.5342002,6/2/2012,Decapoda
John2,42.3938201,-83.5342002,6/2/2012,Isopoda
John2,42.3938201,-83.5342002,6/2/2012,Amphipoda
John2,42.3938201,-83.5342002,6/2/2012,Oligochaeta
SeeBosch,42.491667,-83.421528,3/15/2012,Taeniopterygidae
Main9,42.30388,-83.203929,3/17/2012,Taeniopterygidae
See3,42.51073,-83.4304,10/20/2012,Veliidae
See3,42.51073,-83.4304,10/20/2012,Elmidae
See3,42.51073,-83.4304,10/20/2012,Hydrophilidae
See3,42.51073,-83.4304,10/20/2012,Hydropsychidae
See3,42.51073,-83.4304,10/20/2012,Philopotamidae
See3,42.51073,-83.4304,10/20/2012,Aeshnidae
See3,42.51073,-83.4304,10/20/2012,Calopterygidae
See3,42.51073,-83.4304,10/20/2012,Tipulidae
See3,42.51073,-83.4304,10/20/2012,Oligochaeta
Wall4,42.43354,-83.48056,10/20/2012,Heptageniidae
Wall4,42.43354,-83.48056,10/20/2012,Veliidae
Wall4,42.43354,-83.48056,10/20/2012,Dytiscidae
Wall4,42.43354,-83.48056,10/20/2012,Hydropsychidae
Wall4,42.43354,-83.48056,10/20/2012,Calopterygidae
Wall4,42.43354,-83.48056,10/20/2012,Chironomidae
Wall4,42.43354,-83.48056,10/20/2012,Tipulidae
Wall4,42.43354,-83.48056,10/20/2012,Decapoda
Wall4,42.43354,-83.48056,10/20/2012,Isopoda
Wall4,42.43354,-83.48056,10/20/2012,Amphipoda
Wall4,42.43354,-83.48056,10/20/2012,Oligochaeta
Wall4,42.43354,-83.48056,10/20/2012,Hirudinea
Bell1,42.42924,-83.39666,10/20/2012,Baetidae
Bell1,42.42924,-83.39666,10/20/2012,Caenidae
Bell1,42.42924,-83.39666,10/20/2012,Belostomatidae
Bell1,42.42924,-83.39666,10/20/2012,Corixidae
Bell1,42.42924,-83.39666,10/20/2012,Haliplidae
Bell1,42.42924,-83.39666,10/20/2012,Hydrophilidae
Bell1,42.42924,-83.39666,10/20/2012,Libellulidae
Bell1,42.42924,-83.39666,10/20/2012,Calopterygidae
Bell1,42.42924,-83.39666,10/20/2012,Coenagrionidae
Bell1,42.42924,-83.39666,10/20/2012,Chironomidae
Bell1,42.42924,-83.39666,10/20/2012,Decapoda
Bell1,42.42924,-83.39666,10/20/2012,Amphipoda
Main7,42.472849,-83.289147,10/22/2012,Baetidae
Main7,42.472849,-83.289147,10/22/2012,Chironomidae
Main7,42.472849,-83.289147,10/22/2012,Ancylidae
Main7,42.472849,-83.289147,10/22/2012,Sphaeriidae
Main7,42.472849,-83.289147,10/22/2012,Decapoda
Main7,42.472849,-83.289147,10/22/2012,Isopoda
Main7,42.472849,-83.289147,10/22/2012,Amphipoda
Peb1,42.50133,-83.32912,10/20/2012,Baetidae
Peb1,42.50133,-83.32912,10/20/2012,Elmidae
Peb1,42.50133,-83.32912,10/20/2012,Hydropsychidae
Peb1,42.50133,-83.32912,10/20/2012,Aeshnidae
Peb1,42.50133,-83.32912,10/20/2012,Calopterygidae
Peb1,42.50133,-83.32912,10/20/2012,Chironomidae
Peb1,42.50133,-83.32912,10/20/2012,Simuliidae
Peb1,42.50133,-83.32912,10/20/2012,Isopoda
Peb1,42.50133,-83.32912,10/20/2012,Amphipoda
Peb1,42.50133,-83.32912,10/20/2012,Oligochaeta
Peb2,42.51521,-83.34402,10/25/2012,Gerridae
Peb2,42.51521,-83.34402,10/25/2012,Elmidae
Peb2,42.51521,-83.34402,10/25/2012,Haliplidae
Peb2,42.51521,-83.34402,10/25/2012,Hydropsychidae
Peb2,42.51521,-83.34402,10/25/2012,Calopterygidae
Peb2,42.51521,-83.34402,10/25/2012,Chironomidae
Peb2,42.51521,-83.34402,10/25/2012,Tipulidae
Peb2,42.51521,-83.34402,10/25/2012,Sphaeriidae
Peb2,42.51521,-83.34402,10/25/2012,Decapoda
Peb2,42.51521,-83.34402,10/25/2012,Isopoda
Peb2,42.51521,-83.34402,10/25/2012,Amphipoda
Peb3,42.500849,-83.324474,10/22/2012,Baetidae
Peb3,42.500849,-83.324474,10/22/2012,Gerridae
Peb3,42.500849,-83.324474,10/22/2012,Hydropsychidae
Peb3,42.500849,-83.324474,10/22/2012,Aeshnidae
Peb3,42.500849,-83.324474,10/22/2012,Calopterygidae
Peb3,42.500849,-83.324474,10/22/2012,Chironomidae
Peb3,42.500849,-83.324474,10/22/2012,Simuliidae
Peb3,42.500849,-83.324474,10/22/2012,Decapoda
Peb3,42.500849,-83.324474,10/22/2012,Isopoda
Peb3,42.500849,-83.324474,10/22/2012,Amphipoda
Peb3,42.500849,-83.324474,10/22/2012,Oligochaeta
Peb3,42.500849,-83.324474,10/22/2012,Hirudinea
Ton1,42.36701,-83.49895,9/15/2012,Baetidae
