FIELDID,Latitude,Longitude,Season,SQI,Year,SQI_Rating
Fowl2,42.28226,-83.50515,Spring,20,2005,Fair
Frank1,42.53024,-83.30585,Spring,13,2018,Poor
Frank1,42.53024,-83.30585,Spring,24,2016,Fair
Frank1,42.53024,-83.30585,Spring,16,2014,Poor
Frank1,42.53024,-83.30585,Fall,18,2012,Poor
Frank1,42.53024,-83.30585,Spring,33,2012,Fair
Frank1,42.53024,-83.30585,Fall,28,2011,Fair
Frank1,42.53024,-83.30585,Spring,24,2010,Fair
Frank1,42.53024,-83.30585,Spring,17,2009,Poor
Frank1,42.53024,-83.30585,Fall,17,2008,Poor
Frank1,42.53024,-83.30585,Fall,14,2007,Poor
Frank1,42.53024,-83.30585,Spring,39,2007,Good
Frank1,42.53024,-83.30585,Spring,17,2005,Poor
Frank1,42.53024,-83.30585,Fall,24,2004,Fair
Frank1,42.53024,-83.30585,Spring,18,2004,Poor
Frank1,42.53024,-83.30585,Fall,24,2003,Fair
Frank1,42.53024,-83.30585,Spring,25,2003,Fair
Frank1,42.53024,-83.30585,Fall,20,2002,Fair
Frank1,42.53024,-83.30585,Spring,28,2001,Fair
Frank2,42.529325,-83.325381,Fall,20,2021,Fair
Frank2,42.529325,-83.325381,Fall,20,2020,Fair
Frank2,42.529325,-83.325381,Spring,13,2019,Poor
Frank2,42.529325,-83.325381,Spring,13,2018,Poor
Frank2,42.529325,-83.325381,Fall,12,2016,Poor
Frank2,42.529325,-83.325381,Spring,15,2016,Poor
Frank2,42.529325,-83.325381,Fall,9,2015,Poor
Frank2,42.529325,-83.325381,Fall,30,2014,Fair
Frank2,42.529325,-83.325381,Spring,27,2014,Fair
Frank2,42.529325,-83.325381,Fall,34,2012,Good
Frank2,42.529325,-83.325381,Spring,24,2012,Fair
Frank2,42.529325,-83.325381,Fall,28,2011,Fair
Frank2,42.529325,-83.325381,Fall,15,2010,Poor
Frank2,42.529325,-83.325381,Spring,25,2010,Fair
Frank2,42.529325,-83.325381,Spring,28,2009,Fair
Ing1,42.46293,-83.44552,Fall,27,2022,Fair
Ing1,42.46293,-83.44552,Spring,20,2022,Fair
Ing1,42.46293,-83.44552,Fall,31,2021,Fair
Ing1,42.46293,-83.44552,Spring,24,2021,Fair
Ing1,42.46293,-83.44552,Fall,24,2020,Fair
Ing1,42.46293,-83.44552,Fall,28,2019,Fair
Ing1,42.46293,-83.44552,Fall,21,2017,Fair
Ing1,42.46293,-83.44552,Spring,31,2017,Fair
Ing1,42.46293,-83.44552,Fall,21,2016,Fair
Ing1,42.46293,-83.44552,Spring,30,2016,Fair
Ing1,42.46293,-83.44552,Fall,5,2015,Poor
Ing1,42.46293,-83.44552,Spring,22,2014,Fair
Ing1,42.46293,-83.44552,Fall,32,2013,Fair
Ing1,42.46293,-83.44552,Spring,18,2013,Poor
Ing1,42.46293,-83.44552,Fall,36,2012,Good
Ing1,42.46293,-83.44552,Spring,25,2011,Fair
Ing1,42.46293,-83.44552,Fall,28,2010,Fair
Ing1,42.46293,-83.44552,Fall,29,2009,Fair
Ing1,42.46293,-83.44552,Spring,24,2008,Fair
Ing1,42.46293,-83.44552,Fall,36,2007,Good
Ing1,42.46293,-83.44552,Spring,26,2007,Fair
Ing1,42.46293,-83.44552,Spring,18,2006,Poor
Ing1,42.46293,-83.44552,Fall,31,2005,Fair
Ing1,42.46293,-83.44552,Spring,18,2005,Poor
Ing1,42.46293,-83.44552,Spring,36,2004,Good
Ing1,42.46293,-83.44552,Fall,42,2003,Good
John1,42.3897,-83.58194,Fall,34,2022,Good
John1,42.3897,-83.58194,Spring,46,2022,Good
John1,42.3897,-83.58194,Fall,36,2021,Good
John1,42.3897,-83.58194,Spring,44,2021,Good
John1,42.3897,-83.58194,Fall,41,2020,Good
John1,42.3897,-83.58194,Fall,51,2019,Excellent
John1,42.3897,-83.58194,Spring,42,2019,Good
John1,42.3897,-83.58194,Spring,43,2017,Good
John1,42.3897,-83.58194,Fall,30,2015,Fair
John1,42.3897,-83.58194,Spring,52,2015,Excellent
John1,42.3897,-83.58194,Fall,49,2013,Excellent
John1,42.3897,-83.58194,Spring,48,2013,Good
John1,42.3897,-83.58194,Fall,39,2011,Good
John1,42.3897,-83.58194,Spring,42,2010,Good
John1,42.3897,-83.58194,Fall,47,2009,Good
John1,42.3897,-83.58194,Spring,44,2007,Good
John1,42.3897,-83.58194,Fall,39,2006,Good
John1,42.3897,-83.58194,Spring,55,2006,Excellent
John1,42.3897,-83.58194,Fall,35,2005,Good
John1,42.3897,-83.58194,Spring,46,2005,Good
John1,42.3897,-83.58194,Fall,24,2004,Fair
John1,42.3897,-83.58194,Spring,37,2004,Good
John1,42.3897,-83.58194,Fall,15,2003,Poor
John1,42.3897,-83.58194,Spring,42,2003,Good
John1,42.3897,-83.58194,Fall,41,2002,Good
John1,42.3897,-83.58194,Spring,48,2002,Good
John1,42.3897,-83.58194,Fall,27,2001,Fair
John1,42.3897,-83.58194,Spring,38,2001,Good
John2,42.3938201,-83.5342002,Fall,38,2022,Good
John2,42.3938201,-83.5342002,Spring,40,2022,Good
John2,42.3938201,-83.5342002,Fall,33,2021,Fair
John2,42.3938201,-83.5342002,Fall,42,2020,Good
John2,42.3938201,-83.5342002,Fall,48,2019,Good
John2,42.3938201,-83.5342002,Spring,33,2017,Fair
John2,42.3938201,-83.5342002,Spring,60,2016,Excellent
John2,42.3938201,-83.5342002,Fall,37,2015,Good
John2,42.3938201,-83.5342002,Spring,46,2015,Good
John2,42.3938201,-83.5342002,Fall,47,2013,Good
John2,42.3938201,-83.5342002,Spring,57,2013,Excellent
John2,42.3938201,-83.5342002,Spring,58,2012,Excellent
John2,42.3938201,-83.5342002,Fall,40,2011,Good
John2,42.3938201,-83.5342002,Spring,45,2011,Good
John2,42.3938201,-83.5342002,Fall,46,2009,Good
John2,42.3938201,-83.5342002,Fall,47,2007,Good
John2,42.3938201,-83.5342002,Spring,49,2007,Excellent
John2,42.3938201,-83.5342002,Fall,40,2006,Good
John2,42.3938201,-83.5342002,Spring,53,2006,Excellent
John2,42.3938201,-83.5342002,Fall,37,2005,Good
John2,42.3938201,-83.5342002,Spring,42,2005,Good
John2,42.3938201,-83.5342002,Fall,33,2004,Fair
John2,42.3938201,-83.5342002,Spring,44,2004,Good
John2,42.3938201,-83.5342002,Fall,43,2003,Good
John2,42.3938201,-83.5342002,Spring,38,2003,Good
John2,42.3938201,-83.5342002,Fall,24,2002,Fair
John2,42.3938201,-83.5342002,Spring,32,2002,Fair
John2,42.3938201,-83.5342002,Fall,18,2001,Poor
John2,42.3938201,-83.5342002,Spring,39,2001,Good
John3,42.40844,-83.51693,Fall,39,2022,Good
John3,42.40844,-83.51693,Spring,41,2022,Good
John3,42.40844,-83.51693,Fall,34,2021,Good
John3,42.40844,-83.51693,Spring,36,2021,Good
John3,42.40844,-83.51693,Fall,31,2020,Fair
John3,42.40844,-83.51693,Fall,44,2018,Good
John3,42.40844,-83.51693,Spring,31,2017,Fair
John3,42.40844,-83.51693,Fall,34,2016,Good
John3,42.40844,-83.51693,Spring,27,2016,Fair
John3,42.40844,-83.51693,Spring,49,2014,Excellent
John3,42.40844,-83.51693,Fall,31,2013,Fair
John3,42.40844,-83.51693,Spring,52,2013,Excellent
John3,42.40844,-83.51693,Fall,30,2011,Fair
John3,42.40844,-83.51693,Fall,51,2009,Excellent
John3,42.40844,-83.51693,Spring,39,2008,Good
John3,42.40844,-83.51693,Fall,51,2007,Excellent
John3,42.40844,-83.51693,Fall,31,2006,Fair
John3,42.40844,-83.51693,Spring,37,2006,Good
John3,42.40844,-83.51693,Fall,30,2005,Fair
John3,42.40844,-83.51693,Spring,33,2005,Fair
John3,42.40844,-83.51693,Fall,26,2004,Fair
John3,42.40844,-83.51693,Spring,30,2004,Fair
John3,42.40844,-83.51693,Fall,26,2003,Fair
John3,42.40844,-83.51693,Spring,35,2003,Good
John3,42.40844,-83.51693,Fall,35,2002,Good
John3,42.40844,-83.51693,Spring,43,2002,Good
John3,42.40844,-83.51693,Fall,9,2001,Poor
John3,42.40844,-83.51693,Spring,32,2001,Fair
John5,42.4224,-83.49289,Fall,37,2021,Good
John5,42.4224,-83.49289,Fall,36,2020,Good
John5,42.4224,-83.49289,Fall,29,2018,Fair
John5,42.4224,-83.49289,Spring,40,2018,Good
John5,42.4224,-83.49289,Fall,41,2017,Good
John5,42.4224,-83.49289,Spring,34,2015,Good
John5,42.4224,-83.49289,Fall,40,2014,Good
John5,42.4224,-83.49289,Spring,38,2014,Good
John5,42.4224,-83.49289,Fall,39,2012,Good
John5,42.4224,-83.49289,Spring,28,2012,Fair
John5,42.4224,-83.49289,Fall,21,2011,Fair
John5,42.4224,-83.49289,Spring,46,2009,Good
John5,42.4224,-83.49289,Fall,39,2007,Good
John5,42.4224,-83.49289,Fall,29,2006,Fair
John5,42.4224,-83.49289,Spring,21,2006,Fair
John5,42.4224,-83.49289,Fall,40,2005,Good
John5,42.4224,-83.49289,Spring,26,2005,Fair
John5,42.4224,-83.49289,Fall,25,2004,Fair
John5,42.4224,-83.49289,Spring,23,2004,Fair
John5,42.4224,-83.49289,Fall,30,2003,Fair
John5,42.4224,-83.49289,Spring,26,2003,Fair
John5,42.4224,-83.49289,Fall,29,2002,Fair
John5,42.4224,-83.49289,Spring,17,2002,Poor
John5,42.4224,-83.49289,Spring,26,2001,Fair
John6,42.42546,-83.48138,Fall,37,2018,Good
John6,42.42546,-83.48138,Spring,41,2018,Good
John6,42.42546,-83.48138,Fall,39,2016,Good
John6,42.42546,-83.48138,Spring,44,2016,Good
John6,42.42546,-83.48138,Spring,26,2015,Fair
John6,42.42546,-83.48138,Fall,42,2014,Good
John6,42.42546,-83.48138,Spring,45,2014,Good
John6,42.42546,-83.48138,Fall,28,2013,Fair
John6,42.42546,-83.48138,Spring,35,2012,Good
John6,42.42546,-83.48138,Fall,47,2011,Good
John6,42.42546,-83.48138,Spring,43,2010,Good
John6,42.42546,-83.48138,Fall,45,2009,Good
John6,42.42546,-83.48138,Fall,42,2008,Good
John6,42.42546,-83.48138,Spring,15,2008,Poor
John6,42.42546,-83.48138,Spring,20,2006,Fair
John6,42.42546,-83.48138,Fall,32,2005,Fair
John6,42.42546,-83.48138,Spring,10,2005,Poor
John7,42.3985716,-83.5279588,Fall,25,2022,Fair
John7,42.3985716,-83.5279588,Fall,40,2021,Good
John7,42.3985716,-83.5279588,Fall,28,2020,Fair
John7,42.3985716,-83.5279588,Fall,39,2018,Good
John7,42.3985716,-83.5279588,Fall,33,2017,Fair
John7,42.3985716,-83.5279588,Spring,22,2017,Fair
John7,42.3985716,-83.5279588,Fall,48,2015,Good
John7,42.3985716,-83.5279588,Spring,45,2015,Good
John7,42.3985716,-83.5279588,Fall,34,2014,Good
John7,42.3985716,-83.5279588,Spring,30,2014,Fair
John7,42.3985716,-83.5279588,Spring,39,2013,Good
John7,42.3985716,-83.5279588,Fall,31,2012,Fair
John7,42.3985716,-83.5279588,Spring,35,2011,Good
John7,42.3985716,-83.5279588,Fall,37,2009,Good
John7,42.3985716,-83.5279588,Spring,38,2009,Good
John7,42.3985716,-83.5279588,Fall,31,2008,Fair
John7,42.3985716,-83.5279588,Spring,46,2008,Good
John7,42.3985716,-83.5279588,Fall,31,2007,Fair
John7,42.3985716,-83.5279588,Spring,36,2007,Good
John8,42.42148,-83.54396,Spring,46,2022,Good
John8,42.42148,-83.54396,Fall,50,2021,Excellent
John8,42.42148,-83.54396,Spring,52,2021,Excellent
John8,42.42148,-83.54396,Fall,35,2018,Good
John8,42.42148,-83.54396,Spring,46,2017,Good
John8,42.42148,-83.54396,Spring,36,2015,Good
John8,42.42148,-83.54396,Fall,52,2014,Excellent
John8,42.42148,-83.54396,Spring,48,2013,Good
John8,42.42148,-83.54396,Fall,41,2012,Good
John8,42.42148,-83.54396,Spring,47,2012,Good
John8,42.42148,-83.54396,Fall,51,2011,Excellent
John8,42.42148,-83.54396,Spring,54,2011,Excellent
John8,42.42148,-83.54396,Fall,53,2010,Excellent
John8,42.42148,-83.54396,Spring,62,2010,Excellent
Low12,42.2838277,-83.474042,Spring,22,2018,Fair
Low12,42.2838277,-83.474042,Spring,36,2017,Good
Low2,42.30724,-83.53793,Fall,33,2022,Fair
Low2,42.30724,-83.53793,Spring,17,2022,Poor
Low2,42.30724,-83.53793,Fall,26,2021,Fair
Low2,42.30724,-83.53793,Spring,42,2021,Good
Low2,42.30724,-83.53793,Fall,25,2020,Fair
Low2,42.30724,-83.53793,Fall,25,2019,Fair
Low2,42.30724,-83.53793,Fall,26,2018,Fair
Low2,42.30724,-83.53793,Spring,34,2018,Good
Low2,42.30724,-83.53793,Spring,27,2017,Fair
Low2,42.30724,-83.53793,Fall,15,2016,Poor
Low2,42.30724,-83.53793,Spring,32,2015,Fair
Low2,42.30724,-83.53793,Fall,23,2014,Fair
Low2,42.30724,-83.53793,Spring,22,2014,Fair
Low2,42.30724,-83.53793,Fall,28,2013,Fair
Low2,42.30724,-83.53793,Spring,24,2013,Fair
Low2,42.30724,-83.53793,Fall,30,2011,Fair
Low2,42.30724,-83.53793,Spring,28,2011,Fair
Low2,42.30724,-83.53793,Fall,34,2008,Good
Low2,42.30724,-83.53793,Spring,44,2008,Good
Low2,42.30724,-83.53793,Spring,30,2007,Fair
Low2,42.30724,-83.53793,Fall,41,2006,Good
Low2,42.30724,-83.53793,Spring,37,2006,Good
Low2,42.30724,-83.53793,Fall,38,2005,Good
Low2,42.30724,-83.53793,Spring,24,2005,Fair
Low2,42.30724,-83.53793,Fall,25,2004,Fair
Low2,42.30724,-83.53793,Spring,30,2004,Fair
Low2,42.30724,-83.53793,Spring,18,2003,Poor
Low3,42.3227,-83.565967,Fall,15,2016,Poor
Low3,42.3227,-83.565967,Spring,43,2016,Good
Low3,42.3227,-83.565967,Spring,33,2015,Fair
Low3,42.3227,-83.565967,Fall,41,2014,Good
Low3,42.3227,-83.565967,Spring,32,2014,Fair
Low3,42.3227,-83.565967,Fall,27,2013,Fair
Low4,42.2866039,-83.4756605,Fall,20,2018,Fair
Low4,42.2866039,-83.4756605,Spring,19,2018,Fair
Low4,42.2866039,-83.4756605,Fall,12,2017,Poor
Low4,42.2866039,-83.4756605,Spring,21,2015,Fair
Low4,42.2866039,-83.4756605,Fall,22,2014,Fair
Low4,42.2866039,-83.4756605,Spring,26,2014,Fair
Low4,42.2866039,-83.4756605,Fall,28,2013,Fair
Low5,42.282389,-83.437141,Spring,30,2015,Fair
LR-1,42.280425,-83.42027,Fall,30,2022,Fair
LR-1,42.280425,-83.42027,Spring,27,2019,Fair
LR-1,42.280425,-83.42027,Fall,31,2018,Fair
LR-1,42.280425,-83.42027,Spring,29,2018,Fair
LR-1,42.280425,-83.42027,Fall,37,2016,Good
LR-1,42.280425,-83.42027,Fall,27,2015,Fair
LR-1,42.280425,-83.42027,Spring,30,2015,Fair
LR-1,42.280425,-83.42027,Fall,34,2014,Good
LR-1,42.280425,-83.42027,Spring,39,2014,Good
LR-1,42.280425,-83.42027,Fall,25,2013,Fair
LR-1,42.280425,-83.42027,Spring,35,2013,Good
LR-1,42.280425,-83.42027,Fall,26,2009,Fair
LR-1,42.280425,-83.42027,Spring,29,2009,Fair
LR-1,42.280425,-83.42027,Fall,36,2008,Good
LR-1,42.280425,-83.42027,Spring,26,2008,Fair
LR-1,42.280425,-83.42027,Fall,20,2007,Fair
LR-1,42.280425,-83.42027,Spring,34,2007,Good
LR-1,42.280425,-83.42027,Fall,30,2006,Fair
LR-1,42.280425,-83.42027,Spring,25,2006,Fair
LR-1,42.280425,-83.42027,Fall,18,2005,Poor
LR-1,42.280425,-83.42027,Spring,20,2005,Fair
LR-10,42.298506,-83.305839,Spring,22,2019,Fair
LR-10,42.298506,-83.305839,Fall,13,2018,Poor
LR-10,42.298506,-83.305839,Spring,22,2018,Fair
LR-10,42.298506,-83.305839,Fall,17,2017,Poor
LR-10,42.298506,-83.305839,Spring,30,2016,Fair
LR-10,42.298506,-83.305839,Fall,33,2015,Fair
LR-10,42.298506,-83.305839,Spring,28,2015,Fair
LR-10,42.298506,-83.305839,Fall,23,2014,Fair
LR-10,42.298506,-83.305839,Spring,25,2014,Fair
LR-10,42.298506,-83.305839,Fall,19,2013,Fair
LR-10,42.298506,-83.305839,Spring,26,2013,Fair
LR-10,42.298506,-83.305839,Fall,22,2012,Fair
LR-10,42.298506,-83.305839,Spring,28,2012,Fair
LR-10,42.298506,-83.305839,Fall,32,2011,Fair
LR-10,42.298506,-83.305839,Spring,24,2011,Fair
LR-10,42.298506,-83.305839,Fall,31,2010,Fair
LR-11,42.309888,-83.24854,Spring,19,2016,Fair
LR-11,42.309888,-83.24854,Fall,25,2012,Fair
LR-11,42.309888,-83.24854,Fall,21,2011,Fair
LR-11,42.309888,-83.24854,Fall,18,2010,Poor
LR-11A,42.3125679,-83.2415233,Fall,19,2018,Fair
